ID,FacilityName,FacilityNameTemp,WorkRequest#,Facility#,Facility#Temp,FacilitySystem,FacilityGroup,FacilityFunction,FacilityID,Comments,Property,Building,Floor,Wing,Location,Model,SerialNo,InstallDate,Manufacturer,Capacity,IsNew,InputDate,UpdateDate,InputBy,UpdateBy,BSL,AAALAC,TJC,InventoryDate,InventoryBy,Status,TypeorUse,Size,CapacityHeadTest,FuelRefrigeration,MotorManufacturer,HP,MotorType,MotorSerialNo,MotorInstallDate,MotorModel,Frame,RPM,Voltage,Amperes,PhaseCycle,BSLClassification,TJCValue,PMSchedule,VOLTS,AMP,KVA,PH,W,NOofCKTS,CKTSUsed,VOLTSPRIMARY,VOLTSSECONDARY,ElectricalOther
1,13 - FAN-01 - 11860,,KTV56789,11860,T00001,Fan,Mechanical Equipment,Exhaust Air to Lobby,FAN-01,,Bethesda,13,LOBBY,,1416,D441,123456789,,GE,,0,01-Jul-11,26-Oct-15,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,20,,,,,,,,,,,0,,,,,,,,,,,
4810,13 - BATTERY CHARGER - 1822,,,1822,1822,Battery Charger,Electrical Equipment,Battery Pack Fixture.   Function: CHARGES BATTERIE,BATC,,Bethesda,13,2ND FL,,"Building 13, Floor 1",,,,,,-1,08-Nov-11,18-Sep-15,"Qi, Zhong","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
4820,13 - Backflow Preventer - 00874BFP00001,,,00874BFP00001,00874BFP00001,Backflow Preventer,Mechanical Equipment,WSSC BFP,BFP00001,,Bethesda,13,,,13/Gr Fl Rm G800,6C,9401505,,Beeco,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Jun-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
4821,13 - Backflow Preventer - 00874BFP00002,,,00874BFP00002,00874BFP00002,Backflow Preventer,Mechanical Equipment,WSSC BFP,BFP00002,,Bethesda,13,,,G924,FRPII,76397,,Hersey,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Jun-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
4822,13 - Backflow Preventer - 00874BFP00003,,,00874BFP00003,00874BFP00003,Backflow Preventer,Mechanical Equipment,WSSC BFP,BFP00003,,Bethesda,13,,,G924,6C,9401505,,Beeco,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,10-Jun-08,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7817,13 - PANEL DIST - 8496DP7,,,8496DP7,8496DP7,Distribution Panel,Electrical Equipment,Distribution Panel,DP7,,Bethesda,13,,,"Floor 1st, Room: B1W-72",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7818,13 - PANEL DIST - 8496DP10,,,8496DP10,8496DP10,Distribution Panel,Electrical Equipment,Distribution Panel,DP10,,Bethesda,13,,,"Floor 3rd, Room: 3W-71",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7819,13 - PANEL EM RECEP - 1272ERP1,,,1272ERP1,1272ERP1,Emergency Receptacle Panel,Electrical Equipment,Emergency Receptacle Panel,ERP1,,Bethesda,13,,,"Floor 2nd, Room: 231",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7820,13 - PANEL EM RECEP - 1272ERP2,,,1272ERP2,1272ERP2,Emergency Receptacle Panel,Electrical Equipment,Emergency Receptacle Panel,ERP2,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7821,13 - PANEL EM RECEP - 8496ERP1,,,8496ERP1,8496ERP1,Emergency Receptacle Panel,Electrical Equipment,Emergency Receptacle Panel,ERP1,,Bethesda,13,,,"Floor P, Room: S. Mech. Room",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7822,13 - PANEL EM RECEP - 8496ERP2,,,8496ERP2,8496ERP2,Emergency Receptacle Panel,Electrical Equipment,Emergency Receptacle Panel,ERP2,,Bethesda,13,,,"Floor G, Room: B1W-72",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7823,13 - PANEL EM RECEP - 8496ERP3,,,8496ERP3,8496ERP3,Emergency Receptacle Panel,Electrical Equipment,Emergency Receptacle Panel,ERP3,,Bethesda,13,,,"Floor G, Room: Sub Basement",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7824,13 - PANEL EM RECEP - 8496ERP4,,,8496ERP4,8496ERP4,Emergency Receptacle Panel,Electrical Equipment,Emergency Receptacle Panel,ERP4,,Bethesda,13,,,"Floor G, Room: Sub Basement",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7825,13 - PANEL LT - 1272LP1,,,1272LP1,1272LP1,Lighting Panel,Electrical Equipment,Lighting Panel,LP1,,Bethesda,13,,,"Floor 3rd, Room: 3W-21",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7826,13 - PANEL LT - 1272LP2,,,1272LP2,1272LP2,Lighting Panel,Electrical Equipment,Lighting Panel,LP2,,Bethesda,13,,,"Floor 2nd, Room: 231",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7827,13 - PANEL RECEP - 1272RP1,,,1272RP1,1272RP1,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP1,,Bethesda,13,,,"Floor P, Room: N. Mech. Room",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7828,13 - PANEL RECEP - 1272RP2,,,1272RP2,1272RP2,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP2,,Bethesda,13,,,"Floor 3rd, Room: 3W-31",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7829,13 - PANEL RECEP - 1272RP4,,,1272RP4,1272RP4,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP4,,Bethesda,13,,,"Floor 3rd, Room: 3e-041",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7830,13 - PANEL RECEP - 1272RP5,,,1272RP5,1272RP5,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP5,,Bethesda,13,,,"Floor 3rd, Room: 3W-24A",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7831,13 - PANEL RECEP - 1272RP6,,,1272RP6,1272RP6,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP6,,Bethesda,13,,,"Floor 3rd, Room: 3W-57",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7832,13 - PANEL RECEP - 1272RP7,,,1272RP7,1272RP7,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP7,,Bethesda,13,,,"Floor 3rd, Room: 3W-51",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7833,13 - PANEL RECEP - 1272RP8,,,1272RP8,1272RP8,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP8,,Bethesda,13,,,"Floor 3rd, Room: 3W-43",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7834,13 - PANEL RECEP - 1272RP9,,,1272RP9,1272RP9,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP9,,Bethesda,13,,,"Floor 3rd, Room: Next to 3W-34",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7835,13 - PANEL RECEP - 1272RP10,,,1272RP10,1272RP10,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP10,,Bethesda,13,,,"Floor 3rd, Room: 3W-16A",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7836,13 - PANEL RECEP - 1272RP11,,,1272RP11,1272RP11,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP11,,Bethesda,13,,,"Floor 3rd, Room: 3W-16A",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7837,13 - PANEL RECEP - 1272RP12,,,1272RP12,1272RP12,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP12,,Bethesda,13,,,"Floor 3rd, Room: 3W-17",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7838,13 - PANEL RECEP - 1272RP13,,,1272RP13,1272RP13,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP13,,Bethesda,13,,,"Floor 3rd, Room: 3W-31",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7839,13 - PANEL RECEP - 1272RP14,,,1272RP14,1272RP14,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP14,,Bethesda,13,,,"Floor 3rd, Room: 3W-21",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7840,13 - PANEL RECEP - 1272RP15,,,1272RP15,1272RP15,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP15,,Bethesda,13,,,"Floor 3rd, Room: 3N-02",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7841,13 - PANEL RECEP - 1272RP16,,,1272RP16,1272RP16,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP16,,Bethesda,13,,,"Floor 3rd, Room: 3W-17",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7842,13 - PANEL RECEP - 1272RP18,,,1272RP18,1272RP18,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP18,,Bethesda,13,,,"Floor 3rd, Room: 3N-17",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7843,13 - PANEL RECEP - 1272RP19,,,1272RP19,1272RP19,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP19,,Bethesda,13,,,"Floor 3rd, Room: NE. Penthouse",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7844,13 - PANEL RECEP - 1272RP20,,,1272RP20,1272RP20,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP20,,Bethesda,13,,,"Floor 2nd, Room: 210",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7845,13 - PANEL RECEP - 1272RP21,,,1272RP21,1272RP21,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP21,,Bethesda,13,,,"Floor 2nd, Room: 210",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7846,13 - PANEL RECEP - 1272RP22,,,1272RP22,1272RP22,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP22,,Bethesda,13,,,"Floor 2nd, Room: 229",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7847,13 - PANEL RECEP - 1272RP23,,,1272RP23,1272RP23,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP23,,Bethesda,13,,,"Floor 2nd, Room: 231",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7848,13 - PANEL RECEP - 1272RP24,,,1272RP24,1272RP24,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP24,,Bethesda,13,,,"Floor 2nd, Room: 231",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7849,13 - PANEL RECEP - 1272RP28,,,1272RP28,1272RP28,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP28,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7850,13 - PANEL RECEP - 1272RP29,,,1272RP29,1272RP29,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP29,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7851,13 - PANEL RECEP - 1272RP30,,,1272RP30,1272RP30,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP30,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7852,13 - PANEL RECEP - 1272RP34,,,1272RP34,1272RP34,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP34,,Bethesda,13,,,"Floor G, Room: 13G-323",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7853,13 - PANEL RECEP - 1272RP35,,,1272RP35,1272RP35,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP35,,Bethesda,13,,,"Floor , Room: Hallway",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7854,13 - PANEL RECEP - 1272RP36,,,1272RP36,1272RP36,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP36,,Bethesda,13,,,"Floor G, Room: G-902",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7855,13 - PANEL RECEP - 1272RP38,,,1272RP38,1272RP38,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP38,,Bethesda,13,,,"Floor G, Room: Hallway",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7856,13 - PANEL RECEP - 1272RP40,,,1272RP40,1272RP40,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP40,,Bethesda,13,,,"Floor G, Room: G-902",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7857,13 - PANEL RECEP - 1272RP41,,,1272RP41,1272RP41,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP41,,Bethesda,13,,,"Floor G, Room: G-902",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7858,13 - PANEL RECEP - 1272RP42,,,1272RP42,1272RP42,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP42,,Bethesda,13,,,"Floor G, Room: G-902",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7859,13 - PANEL RECEP - 1272RP43,,,1272RP43,1272RP43,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP43,,Bethesda,13,,,"Floor G, Room: Sub Basement",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7860,13 - PANEL RECEP - 1272RP46,,,1272RP46,1272RP46,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP46,,Bethesda,13,,,"Floor G, Room: G-902",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7861,13 - PANEL RECEP - 1272RP47,,,1272RP47,1272RP47,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP47,,Bethesda,13,,,"Floor 3rd, Room: 3N-18E",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7862,13 - PANEL RECEP - 1272RP48,,,1272RP48,1272RP48,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP48,,Bethesda,13,,,"Floor 3rd, Room: 3N-18E",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7863,13 - PANEL RECEP - 1272RP49,,,1272RP49,1272RP49,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP49,,Bethesda,13,,,"Floor 3rd, Room: 3N-18E",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7864,13 - PANEL RECEP - 1272RP50,,,1272RP50,1272RP50,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP50,,Bethesda,13,,,"Floor 3rd, Room: 3W-06",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7865,13 - PANEL RECEP - 8496RP1,,,8496RP1,8496RP1,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP1,,Bethesda,13,,,"Floor P, Room: S. Penthouse",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7866,13 - PANEL RECEP - 8496RP2,,,8496RP2,8496RP2,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP2,,Bethesda,13,,,"Floor P, Room: S. Penthouse",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7867,13 - PANEL RECEP - 8496RP6,,,8496RP6,8496RP6,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP6,,Bethesda,13,,,"Floor 3rd, Room: Front of 3W-46",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7868,13 - PANEL RECEP - 8496RP7,,,8496RP7,8496RP7,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP7,,Bethesda,13,,,"Floor 3rd, Room: Front of 3W-46",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7869,13 - PANEL RECEP - 8496RP8,,,8496RP8,8496RP8,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP8,,Bethesda,13,,,"Floor 3rd, Room: 3W-67",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7870,13 - PANEL RECEP - 8496RP9,,,8496RP9,8496RP9,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP9,,Bethesda,13,,,"Floor 3rd, Room: 3W-67",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7871,13 - PANEL RECEP - 8496RP10,,,8496RP10,8496RP10,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP10,,Bethesda,13,,,"Floor 3rd, Room: 3W-67",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7872,13 - PANEL RECEP - 8496RP11,,,8496RP11,8496RP11,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP11,,Bethesda,13,,,"Floor 3rd, Room: Next to 3W-51",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7873,13 - PANEL RECEP - 8496RP12,,,8496RP12,8496RP12,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP12,,Bethesda,13,,,"Floor 3rd, Room: Next to 3W-51",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7874,13 - PANEL RECEP - 8496RP13,,,8496RP13,8496RP13,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP13,,Bethesda,13,,,"Floor 3rd, Room: Front of 3W-46",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7875,13 - PANEL RECEP - 8496RP15,,,8496RP15,8496RP15,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP15,,Bethesda,13,,,"Floor 2nd, Room: 282",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7876,13 - PANEL RECEP - 8496RP16,,,8496RP16,8496RP16,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP16,,Bethesda,13,,,"Floor 2nd, Room: 282",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7877,13 - PANEL RECEP - 8496RP17,,,8496RP17,8496RP17,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP17,,Bethesda,13,,,"Floor 2nd, Room: 282",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7878,13 - PANEL RECEP - 8496RP18,,,8496RP18,8496RP18,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP18,,Bethesda,13,,,"Floor 2nd, Room: 282",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7879,13 - PANEL RECEP - 8496RP19,,,8496RP19,8496RP19,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP19,,Bethesda,13,,,"Floor 2nd, Room: 282",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7880,13 - PANEL RECEP - 8496RP20,,,8496RP20,8496RP20,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP20,,Bethesda,13,,,"Floor 2nd, Room: 282",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7881,13 - PANEL RECEP - 8496RP25,,,8496RP25,8496RP25,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP25,,Bethesda,13,,,"Floor 1st, Room: 1W-77C",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7882,13 - PANEL RECEP - 8496RP26,,,8496RP26,8496RP26,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP26,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7883,13 - PANEL RECEP - 8496RP27,,,8496RP27,8496RP27,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP27,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7884,13 - PANEL RECEP - 8496RP29,,,8496RP29,8496RP29,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP29,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7885,13 - PANEL RECEP - 8496RP30,,,8496RP30,8496RP30,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP30,,Bethesda,13,,,"Floor 1st, Room: Maint. Shop",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7886,13 - PANEL RECEP - 8496RP33,,,8496RP33,8496RP33,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP33,,Bethesda,13,,,"Floor 1st, Room: 1W-83",,,,,,0,08-Nov-11,18-Dec-14,"Qi, Zhong","Qi, Zhong",0,0,0,28-Oct-10,,Deactivated,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7887,13 - PANEL RECEP - 8496RP38,,,8496RP38,8496RP38,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP38,,Bethesda,13,,,"Floor G, Room: Locker Room",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
7888,13 - PANEL RECEP - 8496RP39,,,8496RP39,8496RP39,Receptacle Panel,Electrical Equipment,Receptacle Panel,RP39,,Bethesda,13,,,"Floor G, Room: B1W-72",,,,,,-1,08-Nov-11,,"Qi, Zhong",,0,0,0,28-Oct-10,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
